gene	TAM 1	TAM 2	prol. TAM6	prol. TAM13	DC1	DC2	DC3	DC4	Monocytes	T cells	Regulatory T cells	NK cells	B cells	plasma B cells	Mast cells
Ctla2a	0.11042851	0.299628612	0.123728111	0.253208446	0.145653071	0.141166115	0.177601426	0.140886794	0.13674172	4.87021641	5.564985835	8.764329626	0.140032635	0.209064457	34.42265461
Sash1	0.640498644	0	0.540632175	0	0.094492501	0.11446754	0.014405416	0.007450148	0	0.012005058	0.011702244	0.016794759	0.028107973	0.025531371	0.065089476
Gimap3	0.039916429	0.048533955	0.056481698	0.072405622	0.081639789	0.077629286	0.102877445	0.077482294	0.057333482	2.513395787	4.065734446	2.022047739	1.290457486	0.1599743	0.317806255
Cfb	0.795785279	0.235896932	0.673740218	0.232180056	0.068048718	0.201523186	0.107119232	0.060725357	1.209942115	0.055928179	0.063571424	0.054561591	0.102116609	0.072214496	0.075362288
Pmepa1	2.315056028	0	2.193537667	0	0.776739576	0.713545586	0.248085841	0.67954433	0.506191923	0.586192583	0.875005322	0.616564714	0.4590811	0.147793118	0.367481898
Gm10116	2.804616447	3.316552421	0	0	0.657771759	0.752103503	1.439848397	0.954719183	2.946377383	0.246696668	0.338803398	0.270395928	0.588355104	0.623350428	0
Lamp2	2.671342426	3.431421672	0	2.79336195	0.612068986	1.104510126	0.688348616	1.430036968	3.049671486	0.437341283	0.659534406	0.451167036	0.594452668	0.669677964	1.168182406
Pid1	1.127209862	0.322375277	0	0.257899276	0	0.500476298	0.069950096	0.029443208	2.765513182	0.022613764	0.037700575	0.030469914	0.120933709	0.056748602	0.102740896
Ccl12	13.48245889	18.94343319	13.88644825	25.22689929	0.68745905	0.97430092	0.631417308	0.52552117	5.160675111	0.541653377	0.646729446	0.626395875	1.258395431	0.776319948	2.712558606
Rps27	32.17760522	31.5764739	26.42854725	26.80491916	0	0	0	67.31905686	36.25242257	85.80386405	0	71.44863931	113.7479815	22.08454284	0
Tnfrsf18	0.081089193	0.070792991	0.106705882	0.095697606	0.339111219	0.528775537	2.477076601	0.343979342	0.109495302	2.202482428	13.68141165	1.852337883	0.317226043	0.273430062	0.640370863
Rps10	21.37728388	0	0	0	0	0	19.50665713	0	19.51863642	42.9967472	0	39.88601026	45.83452301	15.35957676	0
Gimap5	0.053822937	0.061105218	0.059944042	0.07114767	0.094765316	0.082658883	0.084866218	0.151703711	0.062355589	2.196132633	3.130030854	2.896987577	1.698519716	0.274710942	0.370895979
Ccr5	1.399069332	0	0	0.637034972	0.144878632	0.559938114	0.070625846	0.262565592	1.508945596	0.38497283	0.646291462	0	0.234587925	0.089563241	0.170109131
Rgs2	4.771340694	0	0	2.490299489	2.790015279	4.915827244	0.656138558	0.465023512	7.703293806	1.855379442	2.66728108	2.592579988	1.742617558	0.358124205	0
Ifi204	4.111693467	4.024311006	0	0	2.062553214	0	1.1080858	0.6801336	8.879666177	0.482334436	0.315982511	0.980986009	0.729080149	0.366835066	0.602161323
Cebpa	1.142801452	0.832745132	0	0	0.066982293	0.434382905	0.048953975	0.04652188	1.094376975	0.037550531	0.03860379	0.029258042	0.142087278	0.06221501	0.153388821
Fos	8.748361463	0	0	4.202356833	0	0	1.006551778	2.826154806	19.87236954	1.201587723	1.267485941	1.432478634	2.996327415	8.615478953	0
Itgb5	1.918485288	3.453279733	2.027257392	3.400221207	0.141061251	0.207308577	0.08658324	0.113018075	1.053102871	0.093185555	0.117192597	0.108294796	0.258316666	0.139168771	0.351381713
B3gnt8	0.607354968	0.074676629	0.50975526	0.069173103	0.051646658	0.20305457	0.028324241	0.928327283	0.73381747	0.01909774	0.02194648	0.031255053	0.194601374	0.067056698	0.187270407
Ifitm3	25.88475732	0	0	0	15.21111654	45.58247193	10.49142615	4.712876596	66.47239056	5.205735059	5.411380768	3.009574141	5.984477257	4.676280174	7.47501587
Skap1	0.029382324	0.0284563	0.035068104	0.044482807	0.059177488	0.057237181	0.051324305	0.035278551	0.041976888	2.618605586	1.762250729	2.308970767	0.027084609	0.072001357	0.478856472
Pglyrp1	0.028726225	0.030315119	0.036775973	0.040820302	0.257903531	0	0	0.063500653	0.316901927	1.51623793	3.598294337	3.642123511	0	0.121816379	0
Rpl23a	19.28953573	20.22144783	18.18206622	19.00186018	0	0	0	0	18.10317328	41.58001098	0	42.616209	38.20616564	10.96435725	0
Ms4a4b	0.24235286	0.144078367	0.259987333	0.191646742	0.238092654	0.569087409	0.242755604	0.22468858	0.784302685	14.94766509	5.008225623	13.25370146	0.425813504	0.322564134	1.080158826
Asah1	2.2612817	2.466744518	0	0	0	0	0.840644917	0	2.059104238	0.254964441	0.325516629	0.292261742	0.411917422	0.366325308	0.711791977
Rps11	37.90777847	0	35.58550923	0	64.60730242	0	0	0	31.07043441	66.88128079	0	69.99982333	70.18024499	18.53523194	0
Cndp2	1.940606635	1.857200249	0	0	0.434987298	0.430032164	0.45002262	0.353125843	0	0.489320564	0.709298534	0.453102734	0.331368325	0.205489793	0.474328711
Sirpb1b	0.516027501	0.034823231	0.409422354	0.04893683	0.016694492	0.141140322	0.00834851	0.006409551	1.009289803	0.011952259	0.014515886	0.011273772	0.048215943	0.029747736	0.033289389
Creb5	0.902234569	0.388248402	0.714318196	0.379848204	0.037967366	0.962689416	0.346378449	0.027979833	0.995878837	0.014759829	0.014110572	0.018894991	0.147182454	0.031674855	0.18822801
Csf2ra	1.87274753	0	1.724436787	0	0	1.592778251	0.928476993	0.449958364	2.146072253	0.082659582	0.091944631	0.108505855	0.29664626	0.142693611	0.441505868
Tmcc3	1.240499495	1.185936068	0	0	0.08184883	0.374924056	4.319514032	0.262692113	0	0.042433833	0.040325676	0.064813033	0.557890305	0.177783625	0.186849317
Rab3il1	1.132215245	1.091303107	1.142876975	1.097458573	0.104605679	0.199486172	0.073473056	0.082064207	0	0.05538807	0.066651609	0.060077811	0.142449513	0.061894441	0.163199595
Tyrobp	34.31672417	49.63945523	0	36.6377737	7.502018663	0	8.604472883	52.33342434	37.52327065	2.222272536	2.437355282	0	5.34766478	2.803473366	19.26462619
Cd37	0.392973749	2.286947155	0.270329197	1.817776254	0.414809598	0.334106508	0.282335399	3.268722007	0.563613532	1.748463022	2.435176522	2.063963544	6.387877331	0.369420783	0
Milr1	1.385641074	0	1.311923873	1.174123799	0.184174509	0	0.057465589	0.461278033	1.838004736	0.113229624	0.146535151	0.098237491	0.271130739	0.128856585	0
Ucp2	8.110497776	0	0	0	0	4.428972152	3.669991454	4.573745185	0	3.109867101	4.244437288	2.247825984	2.871119108	1.507273197	2.006844544
Prdx1	8.753261783	0	8.733907359	0	0	4.818589707	3.269434433	4.986276612	8.75294342	3.69159004	4.534839832	3.6248043	3.239732781	2.750891638	0
Igsf6	0.91095813	0	0.810497385	0	0.052933976	0.335276361	0.027286345	0.026955487	1.703981832	0.023654994	0.027756194	0.020244706	0.120091002	0.038588346	0.191214094
Rpl21	26.46814967	0	0	0	0	0	0	0	20.60720259	45.99937377	0	46.07143193	51.85986682	14.59233716	0
Rnase4	1.964912806	3.174032005	0	2.657383254	0.118512431	0.172438862	0.11592777	0.159102111	0	0.112987865	0.427583806	0.087550154	0.204713225	0.130117599	0.353298498
Phgdh	0.044046287	0.715921483	0.05454231	1.449362092	0.282599656	0.0969024	0.057996198	0.713106133	0.050055226	0.796424664	1.45546903	0.574248621	0.696178927	1.400358547	0.304556225
Lilrb4a	2.638146858	3.127358191	0	0	0.223130509	1.088559756	0.427055338	0.284539142	4.413465332	0.485136432	0.627346252	0.722268531	0.417050041	0.210370528	4.6216409
Eif1	8.50433058	8.426471828	8.209010161	8.196807132	0	0	17.16082929	17.63883465	0	15.22257055	16.10501325	16.05434517	16.02162763	0	16.16879829
Hpgds	1.405384836	1.939891189	1.319978271	1.793692675	0.291759359	0.479696551	0.055685451	0.136368953	0.390616984	0.105480029	0.060721612	0.049073432	0.170883433	0.088060567	1.875205567
Plac8	2.760354092	1.452536729	1.383274959	1.869896156	28.69330372	26.28443435	4.176289095	67.69585408	60.00877935	0	0	0	24.08681532	3.56636541	7.616112563
Vamp8	5.870489178	0	0	0	3.562854664	0	0	3.320204275	6.188525692	2.510999414	0	1.953881196	1.812808706	1.322239775	0
Sh2d1b1	0.819820463	0.113083704	0.942019746	0.133502593	0.062017552	0.811305205	0.097889926	0.134487441	0	0.038539757	0.032552521	0.81360525	0.179978123	0.125471159	0.917855904
Spon1	0.785296277	0	0.882279003	0	0.098479486	0	0.044732562	0.629285764	0.597001724	0.030246224	0.026456396	0.022422746	0.124642097	0.058773148	0.095400485
Sh2d2a	0.032238555	0.039898289	0.048357964	0.050252629	0.048115097	0.052125897	0.048696822	0.076705073	0.032522133	1.975160803	2.050246438	2.72139758	0.224611154	0.082336767	0.164697323
Gimap7	0.020873549	0.024020739	0.032518601	0.033718694	0.04771572	0.046833751	0.045666572	0.040571979	0.03099268	1.655098044	3.649106967	1.316928556	1.540922613	0.310572552	0.150487561
Cxcl9	4.075051389	1.637410714	4.669548716	1.50447226	0	3.109659932	1.551103434	0.144154322	4.210641022	0.130729075	0.137698547	0.129015428	0.342897811	0.25655181	0.393075847
Gpr65	1.691777552	0	0	0.808701946	0.46503999	0.165914789	0	0.190333583	0	0.65470859	0	0.630349925	0.400098279	0.31388263	0
Mgst1	0.696358674	0.070231789	0	0.052791504	0.029492993	0.045009359	0.02835977	0.017903263	1.831084964	0.018601313	0.025953079	0.018066291	0.167406509	0.04065628	0.090936182
Cnn2	0.442041893	0.161961218	0.494987441	0.199413949	3.195289067	2.116984061	8.023287831	0	0.905330359	3.268929363	3.704602877	3.02831917	0	0.320224167	1.002253082
S100a4	0.421467777	0.310058818	0.427755672	0.307640592	0.453240717	17.19918753	9.192991969	0.397379331	6.276361127	7.785311158	7.528317679	0	0.606878028	0.338752925	0.630583447
Cxcr6	0.022603402	0.023419179	0.027186173	0.02548055	0.047402872	0.031037037	0.054205249	0.034064499	0.027113733	4.388248519	1.819280873	0	0.041628013	0.074577032	0.175049715
Clec5a	1.048785748	0	1.286503021	0.910828545	0.068543574	0	0.032035618	0.034403411	1.434850672	0.032468799	0.024299038	0.02624586	0.131510645	0.044327502	0.138365675
Ets1	0.04951832	0.092201671	0.059493353	0.093721826	0.048609731	0.055964547	0.04407225	0	0.04282017	1.537574203	2.668909364	1.216898721	0.949735254	0.180103984	0
Selplg	1.861876903	0	2.098888479	4.587914641	0	0	7.628404061	6.968757756	2.496033491	4.308396212	4.322550805	5.514567573	0.913192015	1.248919309	1.495013323
Il2rb	0.029831333	0.034656214	0.045748487	0.072284371	0.058180908	0.058105268	0.071985509	0.069296098	0.034010577	1.630906824	2.065245095	3.270146166	0.132083191	0.18872835	0.154956879
Tbc1d10c	0.062863009	0.040263181	0.057513821	0.04913043	0	0.354012223	0	0	0.082286057	1.519051796	1.904340161	1.380952171	0.859473533	0.177460866	0
C5ar1	1.48429076	2.072642154	0	1.594307561	0.069387373	0.117832956	0.074303985	0.034964812	1.577469162	0.05295252	0.06847921	0.06701308	0.140517082	0.070318186	0.428504408
Furin	1.848341839	0.886365986	0	0.561470921	0.325078434	0.422186657	0.424921723	0.18887672	0	0.69879883	0.915656224	0.400553389	0.453761054	0.122142965	16.56949258
Fam213b	0.561941463	0.441583698	0	0	0.09494648	0.128287849	0.086418287	0.064990063	0	0.046957498	0.035327026	0.043480286	0.115163807	0.041898484	0.11647771
Dusp6	1.014801239	0	0.975727424	0	0.1501032	0.216305582	0.071149462	0.145923747	1.230074647	0.201602106	0.082663197	0.150883324	0.181685642	0.069113582	0
Rac2	2.748239814	3.110349514	2.958916699	3.112004657	1.809716317	3.204297133	0.969921002	13.36545014	3.129195749	10.82267973	12.84571519	9.112290959	7.631178847	1.285986336	8.777868228
Ccl7	7.923800466	6.43018449	7.807680543	0	0.478910599	0.538990824	0.477827789	0.394360769	3.053195295	0.378173621	0.450672335	0.471198941	0.804353853	0.409582122	9.169247897
Tmem86a	1.275807373	1.6751808	0	1.223690109	0.191068051	0.281706338	0.065307119	0	1.186042576	0.056695526	0.061566519	0.052605369	0.141233237	0.083173492	0.180787346
Crip1	3.250951207	1.050512015	4.517120882	1.248377822	23.43068719	18.62054111	72.58256709	4.199280497	11.36904289	11.08525085	18.85336725	0	5.982140625	5.787678653	0
Grap	0.052951876	0.534462318	0.058626314	0	0.202379883	0.145666192	0.1083473	0.584861731	0.070470652	0.87504122	1.81337436	0	1.188916931	0.088089661	0.078567267
Tnfaip2	0.94664189	0.349870071	0.788232943	0.353936031	0.24360974	0	0	0.052692794	1.914718516	0.025202202	0.016656457	0.026010329	0.09973604	0.04882562	0.19362984
Tnfsf13b	0.98847953	1.036175321	1.045594886	0.922517825	0.21886177	0.278636234	0.055801128	0.031602114	0.262942003	0.083075096	0.044717886	0.039997269	0.08547949	0.059611187	0.094935555
Marcks	4.004069712	6.806026985	4.446259713	7.405569411	2.149070409	1.305505284	8.813987192	0.326911708	0	0.147317217	0.235382839	0.143607431	1.121904122	0.298433286	0.740073363
Rab7b	0.879149132	0.382932634	0.859882601	0.351173739	1.873255567	0.082614193	0.037353884	0.061082725	0.8248987	0.022038418	0.021548699	0.021976144	0.090394507	0.042841555	0.065818027
Nfe2l2	2.066402034	2.394622063	0	2.097795299	0.584187822	0.727024933	0.791315038	0.591662312	2.721220914	0.297609458	0.22278964	0.332252448	0.524748747	0.186910774	0.655458851
S100a6	1.786896202	0.651877644	1.199137412	0.607319799	3.064610321	32.41177776	11.95458411	0	15.38828516	15.48518525	16.39481694	0	2.75856057	0.729500401	3.601472898
C3	0.918330667	0	0.816139431	0	0.075660373	0.144090411	0.074260228	0.067030718	1.198768698	0.041429438	0.051572658	0.057351798	0.090489676	0.068750822	0.071827921
Id2	2.677419437	4.663785374	2.056822254	4.351766147	19.09701599	13.72645529	14.51342961	1.049923097	2.721455556	9.38960427	0	13.65685439	1.532327972	0.625461243	4.176140603
Rpl34	25.9324993	0	23.6636112	24.00908742	0	0	0	0	0	47.8299773	0	48.69851416	51.70423123	16.72403282	0
Gimap9	0.025124022	0.055221402	0.035165459	0.077393428	0.039281713	0.069752155	0.035806089	0	0.041014149	1.299069675	2.017289803	1.414114594	0.817642322	0.293716218	0
Tmem106a	1.218822478	1.170231467	0	0	0.266754659	0	0	0.080621213	1.425696838	0.102065549	0.218887437	0.090485702	0.196455735	0.069963882	0.237453239
Lgals3bp	6.447868348	10.10987212	0	7.792414147	1.472079472	2.629641891	1.06125735	2.661587232	0	2.066462326	2.007736997	2.756751595	1.192994029	1.45959809	2.071376293
Cd84	2.213950165	3.023642117	0	0	0.54320525	0.574856413	0.108424454	0.085315706	0	0.663226746	0.702228335	0.777763353	0.688243946	0.146810195	0.505013222
Sirpa	1.664974682	2.36699458	0	1.654468577	0.124825585	0.662270104	0.238515838	0.684404588	0	0.087070492	0.098613465	0.089441026	0.328910346	0.103122716	0.28144443
Rnf130	1.474554598	0	1.256447114	0	0.514359786	0	0.257516821	0.530851906	1.271573812	0.157600078	0.153359557	0.583842919	0.430467225	0.111315054	0
Adap2	0.849123515	0.94885526	0	0	0.289529407	0.35007741	0.19469501	0.061156991	1.094941598	0.008637001	0.017720991	0.004540819	0.074355085	0.040925974	0.060339211
Rps15	23.2991227	0	0	0	0	0	21.63741081	0	20.27243684	44.32522947	0	43.40349787	49.43301429	15.22160381	0
Cd93	0.310068852	0.024434345	0	0.018350942	0.01335935	0.035086514	0.008292812	0.015988849	0.278795213	0.016529007	0.003709117	0.019177204	0.066487279	0.275446458	0.676277665
Cd8a	0.042443119	0.050176049	0.055675377	0.06714667	0.109441528	0.106865943	0.275140993	3.73313584	0.044627526	6.187760823	0.285493548	0.252311434	0.051922901	0.12094377	0.330854779
Ablim1	0.020765557	0.036399218	0.03435429	0.043378848	0.040146803	0.093268946	0.052134942	0	0.017824981	1.413642627	1.201873162	1.531583225	1.122881639	0.10916956	0.093759113
Tmem205	0.732009405	0	0	0	0.212755461	0.294832743	0.155262208	0.173708233	0	0.059494931	0.193382791	0.06263123	0.080213189	0.099622545	0.294198607
Aoah	0.451523054	0	0.395013801	0.154878077	0.036906226	0.048915909	0.013929521	0.015346735	0	0.02031704	0.012069566	0	0.03824134	0.018875164	0.076144108
Shisa5	3.503679454	4.201360303	3.155241507	3.690179559	2.398478044	3.276640775	1.540179291	0	0	13.69278255	18.41425026	15.80891376	10.26410347	0	2.592484456
Pkp3	0.053890019	0.030576299	0.055678781	0.054019092	0	0	0.825386377	1.125440376	0.113330387	1.341519989	2.851662847	0.83815195	0	0.181481248	0
Rps3a1	23.46346325	22.91363519	0	22.39946852	0	0	19.24087609	0	20.73945108	46.76063514	0	47.9722564	45.32913798	19.24880345	0
Lat2	2.302432869	2.470380793	0	2.41104004	0.528085401	1.218781445	0.201460149	1.053113989	0	0.516185572	0.467524997	0	1.170555301	0.735654365	6.508179634
Cd302	0.690542221	0	0.710558035	0	0.134020727	0.226170574	0	0.025750862	0.784268345	0.019337099	0.026454762	0.020737483	0.089525316	0.042146339	0.09754368
F11r	1.283081464	1.212785638	1.345037362	1.287374848	0.358644866	1.187167853	0.448993966	0.054788549	1.28958325	0.059141391	0.047903858	0.06344351	0.154070863	0.075979252	0.168322529
Lilr4b	1.163207339	0	0	0.558496259	0.098757865	0.438875885	0.195165649	0.068221812	1.757320799	0.312271356	0.255998046	0.400340865	0.206007271	0.076838409	3.816535538
Slc15a3	1.859867063	2.55748745	0	2.21400832	0.193087508	0.954609	0.377793017	0.502941584	2.270407144	0.155432186	0.755472914	0.080317482	0.476560993	0.16522379	0.3095709
Rplp2	37.12434563	0	0	0	0	0	0	0	32.6950421	67.31112083	0	61.5419128	69.84684371	21.35206997	0
Alox5ap	4.322668248	0	0	0	7.091082192	7.560888783	0.500455783	6.70756769	7.677100258	0.203844166	0.298304693	0.195801937	0.774050308	0.311823301	12.70891494
Rps6	25.70653632	0	0	0	0	0	21.07803839	0	23.12109887	47.7040527	0	45.48940902	45.66896453	17.1260689	0
Tifab	0.858449766	0	0.756774575	0	0.281335427	0.333651152	0.05451	0.777663578	0.9954252	0.036376403	0.037207157	0.033131357	0.127927764	0.059177533	0.083637464
Cd28	0.019264513	0.016561882	0.019541621	0.027451706	0.053858219	0.028410157	0.039601177	0.046042037	0.023374703	1.795066948	3.476500992	0	0.046334356	0	0.182111814
Rps3	27.25634686	0	0	0	0	0	21.04033718	0	24.50595951	48.33454652	0	51.68057568	49.52238665	18.27797712	0
Tmed3	2.103880836	2.088114094	2.10185391	2.112784144	1.09529592	0	0.735645161	3.976027287	1.161250902	0.5848701	0.663539199	0.624583427	0.596409315	0.625779801	0.987085909
Tnfrsf9	0.072101823	0.046982583	0.054160243	0.071162275	0.08839602	0.085123972	2.087503435	0.098322133	0.067773427	1.506546862	9.300389179	2.111886725	0.077897385	0.161746663	0.169429648
Arl11	0.827222243	0	0.649339836	0	0.168429395	0.33095601	0.040090755	0.104860134	0.892922167	0.032877024	0.037660334	0.042476102	0.088475259	0.047771117	0.228686268
Plin2	1.861733488	0	0	0	0	0.838129467	0.764183385	0.222203254	3.052721182	0.186411634	0.451598833	0.245738163	0.294631364	0.147932117	0.568557955
Rps16	35.13613052	33.10871814	0	0	0	0	29.90187223	0	32.27838121	68.92752238	0	62.79255278	68.05804208	20.72345497	0
Acvrl1	0.643242593	0.497843821	0	0	0.914639363	0.190119975	0.151322569	0.065742541	0	0.022075212	0.029722128	0.026245997	0.072160761	0.039685976	0.044757491
Gns	1.552794481	2.11608974	0	1.464261346	0.578177894	0.534507927	0.289470745	1.536121777	0	0.146693582	0.125467472	0.268585269	0.64661143	0.118096462	0.708557965
Gzmb	0.1104188	0.148844733	0.143525194	0.23159341	0.287562307	0.22737981	0.223128442	0.334294107	0.130552538	11.66031936	12.8774608	23.42881492	0.182065678	0.393360666	6.930512841
Sub1	3.395246842	2.636422147	3.14936503	2.440585883	9.703206069	7.972331005	16.39778746	16.45196918	0	7.639121576	0	9.899977763	8.043132687	8.642084266	8.374940555
Rap2a	0.905579227	0	0.807689611	0	0.391876532	0	1.115915999	0.063006374	0	0.095268669	0.352862649	0.140336655	0.151573622	0.045941204	0.159224532
Lacc1	0.935115692	1.167078248	0	0.967014879	0.307561062	0.322308574	0.425704624	0.257415201	0	0.036922201	0.04795574	0.055295612	0.304053512	0.057910429	0.114083386
